2025-09-14T05:50:55.618873,000150,completed
2025-09-14T05:50:56.282477,443060,completed
2025-09-14T05:50:56.995515,047810,completed
2025-09-14T05:50:57.717326,000100,completed
2025-09-14T05:50:58.439453,010120,completed
2025-09-14T05:50:59.113760,047050,completed
2025-09-14T05:50:59.799901,003490,completed
2025-09-14T05:51:00.506902,042700,completed
2025-09-14T05:51:01.232669,326030,completed
2025-09-14T05:51:01.906213,071050,completed
2025-09-14T05:51:02.576775,278470,completed
2025-09-14T05:51:03.311167,010620,completed
2025-09-14T05:51:04.025166,180640,completed
2025-09-14T05:51:04.716325,005940,completed
2025-09-14T05:51:05.441360,377300,completed
2025-09-14T05:51:06.119704,090430,completed
2025-09-14T05:51:06.830615,021240,completed
2025-09-14T05:51:07.542346,000720,completed
2025-09-14T05:51:08.226709,016360,completed
2025-09-14T05:51:08.963202,010950,completed
2025-09-14T05:51:09.642808,000880,completed
2025-09-14T05:51:10.308922,039490,completed
2025-09-14T05:51:10.992930,032640,completed
2025-09-14T05:51:11.683326,029780,completed
2025-09-14T05:51:12.417203,034220,completed
2025-09-14T05:51:13.142326,006260,completed
2025-09-14T05:51:13.856153,251270,completed
2025-09-14T05:51:14.538384,028050,completed
2025-09-14T05:51:15.269855,001040,completed
2025-09-14T05:51:15.988642,009830,completed
2025-09-14T05:51:16.710311,241560,completed
2025-09-14T05:51:17.406043,138930,completed
2025-09-14T05:51:18.130900,004020,completed
2025-09-14T05:51:18.847212,161390,completed
2025-09-14T05:51:19.546570,036570,completed
2025-09-14T05:51:20.234260,175330,completed
2025-09-14T05:51:20.918876,051900,completed
2025-09-14T05:51:21.634217,271560,completed
2025-09-14T05:51:22.334823,302440,completed
2025-09-14T05:51:23.012798,078930,completed
2025-09-14T05:51:23.736061,454910,completed
2025-09-14T05:51:24.421159,011070,completed
2025-09-14T05:51:25.101100,035250,completed
2025-09-14T05:51:25.813946,011790,completed
2025-09-14T05:51:26.500236,128940,completed
2025-09-14T05:51:27.211053,196170,completed
2025-09-14T05:51:27.924668,247540,completed
2025-09-14T05:51:28.641269,087010,completed
2025-09-14T05:51:29.347170,214450,completed
2025-09-14T05:51:30.062469,086520,completed
2025-09-14T05:51:30.824745,298380,completed
2025-09-14T05:51:31.582349,277810,completed
2025-09-14T05:51:32.603529,141080,completed
2025-09-14T05:51:33.346320,028300,completed
2025-09-14T05:51:34.068010,000250,completed
2025-09-14T05:51:34.791520,145020,completed
2025-09-14T05:51:35.520278,058470,completed
2025-09-14T05:51:36.189717,214150,completed
2025-09-14T05:51:36.922009,214370,completed
2025-09-14T05:51:37.654331,041510,completed
2025-09-14T05:51:38.373993,310210,completed
2025-09-14T05:51:39.112977,035900,completed
2025-09-14T05:51:39.853140,039030,completed
2025-09-14T05:51:40.578450,257720,completed
2025-09-14T05:51:41.315726,403870,completed
2025-09-14T05:51:42.045427,068760,completed
2025-09-14T05:51:42.784769,082270,completed
2025-09-14T05:51:43.517173,263750,completed
2025-09-14T05:51:44.238575,240810,completed
2025-09-14T05:51:44.978025,237690,completed
2025-09-14T05:51:45.711384,357780,completed
2025-09-14T05:51:46.448599,005290,completed
2025-09-14T05:51:47.172748,122870,completed
2025-09-14T05:51:47.896540,140860,completed
2025-09-14T05:51:48.641184,348370,completed
2025-09-14T05:51:49.386028,039200,completed
2025-09-14T05:51:50.114622,065350,completed
2025-09-14T05:51:50.845239,035760,completed
2025-09-14T05:51:51.562429,140410,completed
2025-09-14T05:51:52.291675,064760,completed
2025-09-14T05:51:53.036555,007390,completed
2025-09-14T05:51:53.777986,089030,completed
2025-09-14T05:51:54.522258,290650,completed
2025-09-14T05:51:55.254594,095340,completed
2025-09-14T05:51:56.015688,253450,completed
2025-09-14T05:51:56.739959,036930,completed
2025-09-14T05:51:57.475207,293490,completed
2025-09-14T05:51:58.214258,096530,completed
2025-09-14T05:51:58.894081,195940,completed
2025-09-14T05:51:59.631781,328130,completed
2025-09-14T05:52:00.372450,084370,completed
2025-09-14T05:52:01.070688,160190,completed
2025-09-14T05:52:01.808245,358570,completed
2025-09-14T05:52:02.544737,204270,completed
2025-09-14T05:52:03.211843,178320,completed
